n | z,-1.4,-1,-0.5,0,0.5,1,1.4
5,0.072727273,0.181818182,0.327272727,0.563636364,0.727272727,0.872727273,0.927272727
10,0.063636364,0.127272727,0.272727273,0.509090909,0.654545455,0.790909091,0.881818182
30,0.063636364,0.145454545,0.318181818,0.563636364,0.718181818,0.872727273,0.963636364
50,0.054545455,0.109090909,0.272727273,0.545454545,0.7,0.836363636,0.927272727
100,0.072727273,0.118181818,0.218181818,0.436363636,0.627272727,0.772727273,0.845454545
150,0.072727273,0.163636364,0.381818182,0.6,0.727272727,0.872727273,0.927272727
250,0.063636364,0.190909091,0.345454545,0.518181818,0.663636364,0.809090909,0.890909091
500,0.090909091,0.181818182,0.336363636,0.554545455,0.745454545,0.854545455,0.909090909
